,location,bhk,total_sqft,bath,price
4604,Koramangala,3,1975.0,3.0,210.0
4605,Koramangala,2,1900.0,2.0,200.0
4607,Koramangala,3,2292.0,3.0,286.0
4608,Koramangala,3,2300.0,3.0,290.0
4611,Koramangala,4,2503.0,6.0,325.0
4613,Koramangala,2,1320.0,2.0,150.0
4614,Koramangala,2,1320.0,2.0,110.0
4615,Koramangala,4,5985.0,4.0,775.0
4616,Koramangala,4,2461.0,6.0,353.0
4618,Koramangala,3,2246.0,3.0,300.0
4621,Koramangala,2,1083.0,2.0,100.0
4622,Koramangala,3,1744.0,3.0,200.0
4623,Koramangala,2,1180.0,2.0,128.0
4624,Koramangala,2,1320.0,2.0,160.0
4625,Koramangala,2,1370.0,2.0,125.0
4626,Koramangala,2,1100.0,2.0,85.0
4627,Koramangala,2,1249.0,2.0,165.0
4628,Koramangala,2,1200.0,2.0,100.0
4630,Koramangala,3,2223.0,3.0,300.0
4631,Koramangala,3,1744.0,4.0,210.0
4632,Koramangala,3,1866.0,4.0,245.0
4633,Koramangala,2,1320.0,2.0,160.0
4634,Koramangala,2,1350.0,2.0,103.0
4635,Koramangala,4,6000.0,4.0,625.0
4637,Koramangala,2,1320.0,2.0,160.0
4638,Koramangala,3,1710.0,3.0,210.0
4639,Koramangala,2,1355.0,2.0,95.0
4640,Koramangala,3,1600.0,3.0,170.0
4641,Koramangala,2,1260.0,2.0,100.0
4644,Kothannur,2,1206.0,2.0,48.23
4646,Kothannur,2,1100.0,2.0,40.0
4647,Kothannur,2,1197.0,2.0,47.88
4648,Kothannur,2,1197.0,2.0,47.8
4649,Kothannur,2,1070.0,2.0,42.79
4652,Kothannur,2,1070.0,2.0,38.6
4653,Kothannur,3,1485.0,2.0,59.4
4654,Kothannur,3,1215.0,2.0,48.6
4655,Kothannur,3,1404.0,2.0,56.15
4656,Kothanur,2,1200.0,2.0,51.0
4657,Kothanur,3,2400.0,2.0,150.0
4658,Kothanur,3,1828.0,3.0,110.0
4659,Kothanur,2,1186.0,2.0,58.0
4661,Kothanur,3,1847.0,3.0,105.0
4663,Kothanur,5,9600.0,5.0,550.0
4664,Kothanur,3,1435.0,3.0,70.0
4665,Kothanur,2,1187.0,2.0,58.0
4666,Kothanur,3,1847.0,3.0,110.0
4667,Kothanur,3,1460.0,3.0,71.0
4668,Kothanur,2,1185.0,2.0,59.0
4669,Kothanur,3,1436.0,3.0,70.0
4670,Kothanur,3,1462.0,3.0,71.0
4671,Kothanur,3,1790.0,3.0,105.0
4673,Kothanur,2,1070.0,2.0,45.5
4675,Kothanur,2,1145.0,2.0,56.0
4676,Kothanur,4,3401.0,5.0,230.0
4677,Kothanur,2,1455.0,2.0,69.0
4678,Kothanur,1,627.0,1.0,30.0
4679,Kothanur,2,1302.0,2.0,68.5
4680,Kothanur,3,1760.0,3.0,111.0
4681,Kothanur,2,1185.0,2.0,58.0
4682,Kothanur,1,1500.0,1.0,75.0
4683,Kothanur,2,1075.0,2.0,53.0
4684,Kothanur,3,1790.0,3.0,97.0
4685,Kothanur,4,2700.0,4.0,175.0
4686,Kothanur,3,1786.0,2.0,106.0
4687,Kothanur,3,1787.0,3.0,107.0
4688,Kothanur,2,1141.0,2.0,54.0
4689,Kothanur,3,1760.0,3.0,110.0
4691,Kothanur,2,1160.0,2.0,57.0
4692,Kothanur,2,1095.0,2.0,55.0
4693,Kothanur,2,1142.0,2.0,56.0
4694,Kothanur,2,1074.0,2.0,54.0
4695,Kothanur,2,1285.0,2.0,60.0
4696,Kothanur,2,1075.0,2.0,53.0
4697,Kothanur,2,1140.0,2.0,56.0
4698,Kothanur,2,1400.0,2.0,70.0
4701,Kothanur,2,1140.0,2.0,56.0
4702,Kothanur,3,1787.0,3.0,120.0
4703,Kothanur,2,1185.0,2.0,59.0
4705,Kothanur,3,1790.0,3.0,105.0
4706,Kothanur,2,1130.0,2.0,55.0
4707,Kothanur,2,1094.0,2.0,54.0
4708,Kothanur,3,1170.0,3.0,80.0
4709,Kothanur,2,1400.0,2.0,65.0
4710,Kothanur,2,1195.0,2.0,59.0
4711,Kothanur,3,1790.0,3.0,120.0
4712,Kothanur,3,1454.0,3.0,71.5
4713,Kudlu,2,1152.0,2.0,53.5
4714,Kudlu,2,1027.0,2.0,43.0
4715,Kudlu,2,1092.0,2.0,44.0
4716,Kudlu,2,1027.0,2.0,43.0
4717,Kudlu,2,1092.0,2.0,44.0
4718,Kudlu,2,1143.0,2.0,55.0
4720,Kudlu,2,1024.0,2.0,44.0
4722,Kudlu,3,1600.0,3.0,79.0
4723,Kudlu,2,1027.0,2.0,42.0
4724,Kudlu,2,1076.0,2.0,50.0
4725,Kudlu,2,1027.0,2.0,44.0
4726,Kudlu,2,1084.0,2.0,53.0
4727,Kudlu,2,1300.0,2.0,56.0
4728,Kudlu,2,1027.0,2.0,44.0
4729,Kudlu,3,1245.0,2.0,60.0
4730,Kudlu,2,1027.0,2.0,44.0
4731,Kudlu,2,1110.0,2.0,46.0
4732,Kudlu,4,2100.0,3.0,114.0
4733,Kudlu,2,1027.0,2.0,44.0
4734,Kudlu,1,720.0,1.0,33.0
4735,Kudlu,2,1027.0,2.0,44.0
4736,Kudlu,2,1162.0,2.0,52.0
4737,Kudlu,2,1041.0,2.0,53.0
4738,Kudlu Gate,3,1535.0,3.0,83.0
4739,Kudlu Gate,3,1535.0,3.0,85.0
4741,Kudlu Gate,3,1535.0,3.0,86.0
4742,Kudlu Gate,3,1564.0,2.0,92.0
4744,Kudlu Gate,2,1238.0,2.0,55.0
4745,Kudlu Gate,3,1707.0,2.0,99.745
4746,Kudlu Gate,3,1335.0,3.0,89.0
4747,Kudlu Gate,1,703.0,1.0,52.0
4748,Kudlu Gate,3,1535.0,3.0,86.0
4749,Kudlu Gate,3,1532.0,3.0,83.0
4750,Kudlu Gate,2,1113.0,2.0,50.0
4752,Kudlu Gate,2,1185.0,2.0,50.0
4756,Kudlu Gate,2,1215.0,2.0,45.0
4757,Kudlu Gate,2,812.0,2.0,38.25
4758,Kudlu Gate,2,1547.0,2.0,103.0
4759,Kudlu Gate,2,1336.0,2.0,86.0
4760,Kudlu Gate,3,1919.0,3.0,121.0
4761,Kudlu Gate,2,1464.0,3.0,56.0
4762,Kudlu Gate,3,1535.0,3.0,85.0
4763,Kudlu Gate,3,1850.0,3.0,120.0
4764,Kudlu Gate,2,940.0,2.0,69.57
4765,Kudlu Gate,2,1215.0,2.0,44.96
4766,Kudlu Gate,2,1164.0,2.0,75.0
4767,Kudlu Gate,4,3850.0,6.0,205.0
4768,Kudlu Gate,2,1183.0,2.0,79.54
4769,Kudlu Gate,3,1850.0,3.0,110.0
4771,Kudlu Gate,2,1183.0,2.0,79.54
4772,Kudlu Gate,2,1200.0,2.0,44.4
4774,Kudlu Gate,2,1310.0,2.0,53.0
4775,Kumaraswami Layout,4,2000.0,4.0,139.0
4776,Kumaraswami Layout,2,1000.0,2.0,48.5
4777,Kumaraswami Layout,2,1000.0,2.0,58.0
4778,Kumaraswami Layout,7,2400.0,7.0,125.0
4779,Kumaraswami Layout,3,2400.0,2.0,125.0
4780,Kumaraswami Layout,3,1310.0,2.0,70.0
4781,Kumaraswami Layout,1,850.0,1.0,78.0
4782,Kumaraswami Layout,7,3200.0,7.0,150.0
4783,Kumaraswami Layout,3,1310.0,2.0,85.0
4784,Kumaraswami Layout,4,2450.0,3.0,110.0
4785,Kumaraswami Layout,7,3100.0,7.0,145.0
4786,Kumaraswami Layout,3,1200.0,3.0,75.0
4787,Kumaraswami Layout,2,1081.0,2.0,60.0
4788,Kundalahalli,3,1724.0,3.0,125.0
4789,Kundalahalli,2,1030.0,2.0,49.0
4790,Kundalahalli,2,735.0,2.0,57.99
4791,Kundalahalli,2,1047.0,2.0,82.0
4792,Kundalahalli,3,1397.0,3.0,105.0
4793,Kundalahalli,3,1724.0,3.0,127.0
4794,Kundalahalli,2,1010.0,2.0,49.27
4795,Kundalahalli,3,1397.0,3.0,110.0
4796,Kundalahalli,3,1397.0,3.0,104.0
4797,Kundalahalli,3,1397.0,3.0,108.0
4798,Kundalahalli,3,1920.0,3.0,150.0
4799,Kundalahalli,3,1397.0,3.0,105.0
4801,Kundalahalli,3,1724.0,3.0,124.0
4802,Kundalahalli,2,1047.0,2.0,84.0
4803,Kundalahalli,2,1047.0,2.0,83.0
4804,Kundalahalli,4,7000.0,4.0,550.0
4806,Kundalahalli,2,1120.0,2.0,53.76
4807,Kundalahalli,2,1047.0,2.0,82.62
4808,Kundalahalli,2,1047.0,2.0,91.0
4809,Kundalahalli,3,1724.0,3.0,146.0
4810,Kundalahalli,3,1600.0,3.0,170.0
4812,Kundalahalli,3,1724.0,3.0,125.0
4813,Kundalahalli,2,1010.0,2.0,48.27
4814,Kundalahalli,2,1047.0,2.0,89.0
4815,Kundalahalli,4,2500.0,5.0,245.0
4816,Kundalahalli,3,1397.0,3.0,105.0
4818,Kundalahalli,2,1047.0,2.0,72.0
4819,Kundalahalli,2,1260.0,2.0,58.0
4820,Kundalahalli,4,3092.0,4.0,230.0
4821,Kundalahalli,2,1065.0,2.0,70.0
4822,Kundalahalli,3,1724.0,3.0,146.0
4823,Kundalahalli,2,1047.0,2.0,91.0
4824,Kundalahalli,3,1724.0,3.0,128.0
4825,Kundalahalli,2,1315.0,2.0,74.0
4826,Kundalahalli,3,2100.0,3.0,150.0
4827,Kundalahalli,3,1724.0,3.0,125.0
4828,Kundalahalli,3,1724.0,3.0,140.0
4829,Kundalahalli,2,1175.0,2.0,65.0
4831,LB Shastri Nagar,2,1043.0,2.0,55.0
4832,LB Shastri Nagar,2,1184.0,2.0,69.0
4833,LB Shastri Nagar,1,665.0,1.0,32.0
4834,LB Shastri Nagar,2,1250.0,2.0,48.5
4835,LB Shastri Nagar,3,1400.0,2.0,80.0
4836,LB Shastri Nagar,2,1184.0,2.0,62.0
4837,LB Shastri Nagar,2,1200.0,2.0,47.0
4838,LB Shastri Nagar,2,1200.0,2.0,75.0
4839,LB Shastri Nagar,2,1000.0,2.0,49.5
4840,Laggere,5,2800.0,5.0,125.0
4841,Laggere,3,1200.0,3.0,130.0
4842,Laggere,1,1200.0,1.0,125.0
4843,Laggere,2,1200.0,2.0,75.0
4844,Laggere,1,620.0,2.0,48.0
4845,Lakshminarayana Pura,2,1185.0,2.0,75.0
4846,Lakshminarayana Pura,3,1600.0,2.0,108.0
4847,Lakshminarayana Pura,2,1180.0,2.0,75.0
4848,Lakshminarayana Pura,2,1172.0,2.0,82.0
4849,Lakshminarayana Pura,2,1179.0,2.0,75.0
4850,Lakshminarayana Pura,2,1149.0,2.0,75.0
4851,Lakshminarayana Pura,2,1336.0,2.0,100.0
4852,Lakshminarayana Pura,2,1175.0,2.0,75.0
4853,Lakshminarayana Pura,2,1190.0,2.0,75.0
4854,Lakshminarayana Pura,2,1200.0,2.0,75.0
4855,Lakshminarayana Pura,2,1200.0,2.0,75.0
4856,Lakshminarayana Pura,2,1165.0,2.0,75.0
4857,Lakshminarayana Pura,2,1145.0,2.0,75.0
4858,Lakshminarayana Pura,3,1500.0,3.0,104.0
4859,Lakshminarayana Pura,2,1210.0,2.0,75.0
4860,Lakshminarayana Pura,2,1169.0,2.0,75.0
4861,Lakshminarayana Pura,2,1200.0,2.0,75.0
4862,Lakshminarayana Pura,2,1172.0,2.0,75.0
4863,Lakshminarayana Pura,2,1172.0,2.0,75.0
4864,Lakshminarayana Pura,2,1180.0,2.0,75.0
4865,Lakshminarayana Pura,2,1200.0,2.0,83.0
4866,Lakshminarayana Pura,2,1200.0,2.0,80.0
4867,Lakshminarayana Pura,2,1195.0,2.0,75.0
4868,Lakshminarayana Pura,2,1200.0,2.0,80.0
4869,Lingadheeranahalli,3,1521.0,3.0,95.0
4870,Lingadheeranahalli,3,1511.0,3.0,95.0
4871,Lingadheeranahalli,3,1683.0,3.0,109.0
4872,Lingadheeranahalli,3,1519.0,3.0,93.0
4873,Lingadheeranahalli,3,1521.0,3.0,94.99
4874,Lingadheeranahalli,3,1682.0,3.0,120.0
4875,Lingadheeranahalli,3,1521.0,3.0,94.71
4876,Lingadheeranahalli,3,1893.0,3.0,130.0
4877,Lingadheeranahalli,3,1705.0,3.0,110.0
4878,Lingadheeranahalli,4,2245.0,4.0,154.0
4879,Lingadheeranahalli,3,1682.0,3.0,113.0
4880,Lingadheeranahalli,3,1682.0,3.0,114.0
4881,Lingadheeranahalli,3,1506.0,3.0,95.0
4882,Lingadheeranahalli,3,1683.0,3.0,110.0
4883,Lingadheeranahalli,3,1684.0,3.0,120.0
4884,Lingadheeranahalli,4,2236.0,4.0,153.0
4885,Lingadheeranahalli,3,1894.0,4.0,114.0
4886,Lingadheeranahalli,4,2240.0,4.0,160.0
4887,Magadi Road,6,3600.0,6.0,141.0
4888,Magadi Road,2,1116.0,2.0,50.0
4890,Magadi Road,2,884.0,2.0,41.1
4891,Magadi Road,2,1005.0,2.0,55.78
4892,Magadi Road,2,1000.0,2.0,46.5
4893,Magadi Road,4,1500.0,2.0,93.0
4895,Magadi Road,2,1345.0,2.0,55.0
4897,Magadi Road,5,5000.0,6.0,360.0
4898,Magadi Road,2,1116.0,2.0,51.89
4899,Magadi Road,3,1052.0,2.0,60.0
4900,Magadi Road,2,940.0,2.0,50.0
4901,Magadi Road,3,1318.0,2.0,68.0
4903,Magadi Road,2,884.0,2.0,48.0
4905,Mahadevpura,2,1150.0,2.0,52.0
4906,Mahadevpura,2,1250.0,2.0,52.0
4907,Mahadevpura,2,1260.0,2.0,57.6
4908,Mahadevpura,1,730.0,1.0,35.0
4909,Mahadevpura,3,1434.0,2.0,67.39
4910,Mahadevpura,2,1146.0,2.0,53.8
4911,Mahadevpura,2,1532.0,2.0,62.0
4912,Mahadevpura,3,1620.0,2.0,76.0
4913,Mahadevpura,2,1136.0,2.0,64.5
4914,Mahadevpura,3,1400.0,2.0,65.8
4915,Mahadevpura,2,1137.0,2.0,53.4
4916,Mahadevpura,3,1601.0,3.0,95.0
4917,Mahadevpura,3,1450.0,3.0,75.0
4918,Mahadevpura,2,1152.0,2.0,54.0
4919,Mahadevpura,2,1212.0,2.0,56.9
4921,Mahadevpura,3,1505.0,3.0,78.0
4922,Mahadevpura,3,1500.0,2.0,70.0
4923,Mahadevpura,2,1236.0,2.0,58.0
4924,Mahadevpura,2,1236.0,2.0,58.0
4925,Mahadevpura,2,1120.0,2.0,53.0
4926,Mahalakshmi Layout,4,1575.0,5.0,158.0
4927,Mahalakshmi Layout,2,1105.0,2.0,80.0
4928,Mahalakshmi Layout,4,1200.0,3.0,160.0
4929,Mahalakshmi Layout,3,1200.0,2.0,110.0
4930,Mahalakshmi Layout,3,1876.0,3.0,150.0
4931,Mallasandra,3,1665.0,3.0,95.0
4932,Mallasandra,3,1665.0,3.0,86.58
4933,Mallasandra,2,1340.0,2.0,61.0
4934,Mallasandra,2,1325.0,2.0,70.0
4935,Mallasandra,3,1665.0,3.0,86.91
4936,Mallasandra,2,1325.0,2.0,70.0
4937,Mallasandra,2,905.0,2.0,40.0
4938,Mallasandra,2,1325.0,2.0,65.0
4939,Mallasandra,2,1325.0,2.0,73.0
4940,Mallasandra,2,1565.0,2.0,69.0
4941,Mallasandra,2,905.0,2.0,35.0
4943,Mallasandra,3,1100.0,2.0,76.3
4944,Malleshpalya,2,1140.0,2.0,46.5
4945,Malleshpalya,2,1225.0,2.0,46.86
4947,Malleshpalya,2,1052.0,2.0,50.0
4948,Malleshpalya,3,1405.0,2.0,77.0
4949,Malleshpalya,2,1065.0,2.0,50.0
4950,Malleshpalya,2,1210.0,2.0,55.0
4952,Malleshpalya,2,1060.0,2.0,40.0
4953,Malleshpalya,3,1430.0,2.0,69.5
4954,Malleshpalya,2,1421.0,2.0,90.0
4955,Malleshpalya,2,1245.0,2.0,55.0
4956,Malleshpalya,2,1200.0,2.0,46.0
4957,Malleshpalya,2,1225.0,2.0,52.0
4958,Malleshwaram,1,705.0,1.0,67.0
4959,Malleshwaram,7,12000.0,7.0,2200.0
4960,Malleshwaram,4,2500.0,5.0,325.0
4961,Malleshwaram,3,2006.0,3.0,297.0
4962,Malleshwaram,1,686.0,1.0,62.5
4963,Malleshwaram,3,2475.0,4.0,332.0
4964,Malleshwaram,3,2610.0,3.0,399.0
4965,Malleshwaram,3,2475.0,4.0,320.0
4966,Malleshwaram,2,900.0,2.0,95.0
4967,Malleshwaram,2,1420.0,2.0,158.0
4968,Malleshwaram,3,2000.0,3.0,250.0
4969,Malleshwaram,3,2215.0,3.0,275.0
4971,Malleshwaram,3,2475.0,4.0,300.0
4972,Malleshwaram,3,2345.0,2.0,293.0
4974,Malleshwaram,3,2215.0,4.0,310.0
4975,Malleshwaram,1,480.0,1.0,60.0
4976,Malleshwaram,2,1290.0,2.0,120.0
4977,Malleshwaram,3,2475.0,4.0,326.0
4978,Malleshwaram,3,2476.0,3.0,337.0
4979,Malleshwaram,2,900.0,2.0,90.0
4981,Malleshwaram,3,2050.0,4.0,270.0
4982,Malleshwaram,2,900.0,2.0,72.0
4983,Malleshwaram,1,620.0,1.0,86.8
4984,Malleshwaram,2,600.0,1.0,68.0
4985,Malleshwaram,3,2475.0,4.0,337.0
4986,Malleshwaram,3,2215.0,3.0,275.0
4987,Malleshwaram,3,2215.0,3.0,330.0
4989,Malleshwaram,2,1020.0,2.0,80.0
4990,Malleshwaram,2,600.0,1.0,90.0
4991,Malleshwaram,3,2200.0,3.0,275.0
4992,Malleshwaram,3,2475.0,4.0,326.0
4993,Malleshwaram,2,1500.0,2.0,140.0
4994,Malleshwaram,3,2475.0,4.0,340.0
4995,Malleshwaram,2,1400.0,2.0,190.0
4996,Malleshwaram,3,2475.0,4.0,300.0
4997,Malleshwaram,3,2400.0,3.0,380.0
4998,Malleshwaram,1,580.0,1.0,45.0
4999,Malleshwaram,2,1410.0,2.0,125.0
5002,Marathahalli,2,1220.0,2.0,57.0
5003,Marathahalli,2,1200.0,2.0,52.0
5004,Marathahalli,2,1200.0,2.0,60.0
5005,Marathahalli,3,1933.0,3.0,140.0
5006,Marathahalli,2,950.0,2.0,46.96
5007,Marathahalli,2,1230.0,2.0,80.0
5008,Marathahalli,4,3800.0,4.0,250.0
5009,Marathahalli,2,1019.0,2.0,49.85
5010,Marathahalli,2,1215.0,2.0,67.0
5011,Marathahalli,4,2181.0,3.0,152.0
5012,Marathahalli,2,1170.0,2.0,53.0
5013,Marathahalli,2,1019.0,2.0,49.86
5014,Marathahalli,2,1325.0,2.0,71.55
5015,Marathahalli,2,1220.0,2.0,56.5
5017,Marathahalli,2,1152.0,2.0,56.0
5018,Marathahalli,3,1610.0,3.0,90.0
5019,Marathahalli,2,1146.0,2.0,70.0
5021,Marathahalli,3,1469.0,3.0,89.0
5026,Marathahalli,4,2519.0,5.0,185.0
5028,Marathahalli,2,957.0,2.0,46.9
5029,Marathahalli,3,1583.0,3.0,105.0
5030,Marathahalli,4,2524.0,5.0,190.0
5034,Marathahalli,2,1071.0,2.0,52.25
5035,Marathahalli,2,1215.0,2.0,58.86
5036,Marathahalli,2,1102.0,2.0,53.67
5037,Marathahalli,3,1900.0,3.0,123.0
5038,Marathahalli,2,1045.0,2.0,60.0
5040,Marathahalli,2,1215.0,2.0,58.86
5041,Marathahalli,2,1365.0,2.0,73.0
5046,Marathahalli,2,1208.0,2.0,70.0
5047,Marathahalli,2,1325.0,1.0,92.0
5048,Marathahalli,3,1525.0,3.0,90.0
5049,Marathahalli,3,1937.0,3.0,140.0
5050,Marathahalli,3,1550.0,3.0,83.0
5051,Marathahalli,2,1350.0,2.0,86.0
5052,Marathahalli,2,957.0,2.0,47.0
5054,Marathahalli,2,1230.0,2.0,57.0
5055,Marathahalli,2,1200.0,2.0,58.0
5057,Marathahalli,1,607.0,1.0,35.0
5058,Marathahalli,3,1583.0,3.0,109.0
5059,Marathahalli,2,1075.0,2.0,52.43
5060,Marathahalli,2,1360.0,2.0,103.0
5061,Marathahalli,2,1220.0,2.0,58.5
5062,Marathahalli,2,950.0,2.0,45.68
5063,Marathahalli,1,615.0,1.0,44.0
5064,Marathahalli,3,1595.0,3.0,90.0
5065,Marathahalli,2,1350.0,2.0,89.0
5066,Marathahalli,2,1020.0,2.0,57.0
5067,Marathahalli,2,1600.0,3.0,88.0
5068,Marathahalli,1,780.0,1.0,55.0
5069,Marathahalli,3,1710.0,3.0,100.0
5071,Marathahalli,2,1358.0,2.0,81.0
5072,Marathahalli,2,1205.0,2.0,75.0
5073,Marathahalli,3,1730.0,3.0,110.0
5074,Marathahalli,3,1583.0,3.0,115.0
5075,Marathahalli,2,1200.0,2.0,67.0
5076,Marathahalli,2,1095.0,2.0,60.0
5077,Marathahalli,2,1060.0,2.0,48.0
5078,Marathahalli,2,1050.0,2.0,65.0
5079,Marathahalli,2,1102.0,2.0,53.67
5080,Marathahalli,2,1026.0,2.0,49.95
5083,Marathahalli,2,1220.0,2.0,59.0
5084,Marathahalli,2,881.0,2.0,48.06
5086,Marathahalli,3,1710.0,3.0,100.0
5087,Marathahalli,3,1680.0,3.0,105.0
5088,Marathahalli,3,1910.0,3.0,119.0
5089,Marathahalli,2,1602.0,2.0,104.0
5090,Marathahalli,1,700.0,1.0,38.0
5091,Marathahalli,3,1469.0,3.0,89.0
5093,Marathahalli,3,1690.0,3.0,116.0
5094,Marathahalli,2,1065.0,2.0,55.0
5095,Marathahalli,3,1693.0,3.0,125.0
5096,Marathahalli,3,1693.0,3.0,125.0
5097,Marathahalli,2,1196.0,2.0,57.9
5098,Marathahalli,3,1595.0,3.0,88.0
5099,Marathahalli,3,2122.0,3.0,125.0
5100,Marathahalli,3,1730.0,3.0,115.0
5103,Marathahalli,2,1125.0,2.0,55.0
5104,Marathahalli,3,1950.0,3.0,115.0
5105,Marathahalli,2,1250.0,2.0,68.0
5106,Marathahalli,2,1125.0,2.0,56.8
5107,Marathahalli,2,1350.0,2.0,90.0
5108,Marathahalli,2,1200.0,2.0,53.0
5109,Marathahalli,4,2500.0,5.0,175.0
5110,Marathahalli,2,957.0,2.0,47.0
5113,Marathahalli,2,1350.0,2.0,60.0
5114,Marathahalli,4,3400.0,4.0,235.0
5115,Marathahalli,2,1350.0,2.0,99.0
5117,Marathahalli,2,1285.0,2.0,55.0
5118,Marathahalli,4,2500.0,5.0,181.0
5119,Marathahalli,4,3800.0,4.0,235.0
5120,Marathahalli,4,3951.0,4.0,230.0
5121,Marathahalli,2,1125.0,2.0,54.8
5122,Marathahalli,3,1700.0,3.0,126.0
5124,Marathahalli,2,1270.0,2.0,73.0
5126,Marathahalli,2,950.0,2.0,46.7
5127,Marathahalli,3,1550.0,3.0,85.0
5128,Marathahalli,2,1019.0,2.0,49.86
5129,Marathahalli,2,1144.0,2.0,65.0
5130,Marathahalli,2,1240.0,2.0,55.0
5131,Marathahalli,1,1100.0,2.0,75.0
5132,Marathahalli,2,1156.0,2.0,52.0
5133,Marathahalli,4,2524.0,5.0,180.0
5134,Marathahalli,2,1135.0,2.0,60.0
5135,Marathahalli,3,1839.0,3.0,130.0
5136,Marathahalli,2,1170.0,2.0,85.0
5137,Marathahalli,2,1102.0,2.0,53.67
5138,Marathahalli,3,1108.0,2.0,60.0
5139,Marathahalli,3,1449.0,3.0,110.0
5140,Marathahalli,2,1360.0,2.0,101.0
5141,Marathahalli,2,1026.0,2.0,50.18
5144,Marathahalli,2,1270.0,2.0,80.0
5145,Marathahalli,2,1100.0,2.0,50.0
5146,Marathahalli,2,1196.0,2.0,57.95
5148,Marathahalli,3,1485.0,2.0,90.0
5149,Marathahalli,2,1146.0,2.0,69.0
5150,Margondanahalli,2,1090.0,2.0,58.0
5151,Margondanahalli,2,1200.0,2.0,58.5
5152,Margondanahalli,2,1200.0,2.0,67.0
5154,Margondanahalli,2,1000.0,2.0,57.0
5156,Margondanahalli,2,600.0,2.0,35.0
5157,Margondanahalli,2,1200.0,2.0,69.0
5158,Margondanahalli,2,900.0,2.0,49.0
5159,Margondanahalli,2,1140.0,2.0,60.0
5160,Margondanahalli,2,1100.0,2.0,55.0
5161,Margondanahalli,2,1152.0,1.0,66.0
5163,Margondanahalli,2,1200.0,2.0,65.0
5164,Margondanahalli,2,1050.0,2.0,58.0
5165,Margondanahalli,2,1160.0,2.0,65.0
5166,Margondanahalli,2,1334.0,2.0,67.76
5167,Marsur,4,1800.0,4.0,145.0
5168,Marsur,3,1200.0,3.0,90.0
5169,Marsur,3,1200.0,3.0,120.0
5170,Mico Layout,9,5000.0,9.0,210.0
5171,Mico Layout,3,1550.0,2.0,65.0
5172,Mico Layout,2,1125.0,2.0,40.0
5173,Mico Layout,2,1190.0,2.0,39.25
5174,Mico Layout,1,800.0,1.0,29.5
5175,Mico Layout,3,1250.0,2.0,44.0
5176,Mico Layout,2,1171.0,2.0,39.0
5177,Mico Layout,2,1200.0,2.0,53.5
5178,Mico Layout,3,1670.0,3.0,59.0
5179,Mico Layout,2,1140.0,2.0,43.0
5180,Munnekollal,2,1170.0,2.0,52.0
5181,Munnekollal,2,1102.0,2.0,53.67
5182,Munnekollal,3,1390.0,3.0,68.0
5183,Munnekollal,2,1200.0,2.0,49.5
5184,Munnekollal,2,950.0,2.0,46.5
5185,Munnekollal,3,1560.0,3.0,75.0
5186,Munnekollal,3,1750.0,3.0,86.5
5187,Munnekollal,3,1385.0,2.0,66.5
5188,Munnekollal,2,1080.0,2.0,45.0
5189,Munnekollal,2,1170.0,2.0,59.0
5191,Munnekollal,3,1200.0,2.0,57.9
5192,Munnekollal,2,1030.0,2.0,50.36
5193,Murugeshpalya,2,1296.0,2.0,81.0
5194,Murugeshpalya,3,1550.0,3.0,74.0
5195,Murugeshpalya,3,1845.0,3.0,91.0
5196,Murugeshpalya,2,1185.0,2.0,85.0
5197,Murugeshpalya,2,1225.0,2.0,48.0
5198,Murugeshpalya,3,1930.0,3.0,75.0
5199,Murugeshpalya,3,1600.0,2.0,65.0
5200,Murugeshpalya,3,1344.0,2.0,56.0
5201,Murugeshpalya,3,1500.0,2.0,70.0
5202,Murugeshpalya,3,1855.0,3.0,96.0
5203,Murugeshpalya,2,1175.0,2.0,75.0
5204,Mysore Road,2,1175.0,2.0,73.5
5205,Mysore Road,3,1710.0,4.0,91.31
5206,Mysore Road,2,1020.0,2.0,48.95
5207,Mysore Road,2,1175.0,2.0,73.5
5208,Mysore Road,2,1070.0,2.0,45.0
5209,Mysore Road,2,1239.0,2.0,53.0
5210,Mysore Road,2,1060.0,2.0,62.0
5211,Mysore Road,2,980.0,2.0,45.47
5212,Mysore Road,2,883.0,2.0,40.0
5213,Mysore Road,3,1525.0,3.0,96.0
5214,Mysore Road,2,1200.0,2.0,65.0
5218,Mysore Road,2,883.0,2.0,40.95
5219,Mysore Road,2,1070.0,2.0,49.65
5221,Mysore Road,2,883.0,2.0,50.0
5222,Mysore Road,2,1155.0,2.0,51.0
5223,Mysore Road,2,1003.0,2.0,43.0
5224,Mysore Road,2,1237.0,2.0,73.0
5225,Mysore Road,2,883.0,2.0,45.0
5226,Mysore Road,2,1170.0,2.0,65.0
5227,Mysore Road,2,1029.5,2.0,50.855
5228,Mysore Road,2,940.0,2.0,43.61
5230,Mysore Road,2,1020.0,2.0,48.95
5231,Mysore Road,3,1568.0,2.0,100.0
5233,Mysore Road,3,1560.0,2.0,83.3
5234,Mysore Road,2,1175.0,2.0,70.5
5235,Mysore Road,3,1080.0,2.0,60.0
5237,Mysore Road,2,883.0,2.0,37.0
5239,NGR Layout,2,1020.0,2.0,45.9
5240,NGR Layout,2,1105.0,2.0,49.73
5241,NGR Layout,2,1022.0,2.0,45.9
5242,NGR Layout,2,1020.0,2.0,45.0
5243,NGR Layout,2,1019.0,2.0,45.9
5244,NGR Layout,2,1020.0,2.0,46.0
